METNo,Module,FLW,MAT,AHT,ATIL,PACP,NOPH,MC,Plot Yield,P&D,AYLD,Tons/ha,Set
MT4053,1,85,115,91.6,23.4,,184,12.5,3257,,3313.81,4.5,9
MT4137,1,89,119,99.2,19.6,,184,12.9,3670,,3716.94,5.05,9
MT4279,1,88,118,92,16.6,,184,16.8,4010,,3879.44,5.27,9
MT4604,1,86,116,101.2,22.8,,184,12.9,4245,,4299.3,5.84,9
MT4299,1,88,118,104,22.4,,,,,,,0,9
MT4171,1,85,115,105,20.2,5,184,12.5,2825,,2874.27,3.91,9
MT4903,1,88,118,101.8,21.8,,184,13.3,3705,,3735.16,5.07,9
MT4055,1,84,114,103,21.6,,184,12.4,3757,,3826.9,5.2,9
MT4902,1,81,111,98.4,20.4,,184,12.2,7017,,7163.87,9.73,9
MT4720,1,86,116,100.4,21.2,,184,13.1,4231,,4275.28,5.81,9
MT4641,1,84,114,94.8,19.6,,184,12.3,4075,,4155.55,5.65,9
MT4574,1,87,117,92.6,22.2,,184,14,3998,,3998,5.43,9
MT4903,2,85,115,102.2,14.4,5,184,12.3,4055,,4135.16,5.62,9
MT4829,2,90,120,106,15.8,3,184,15.3,4720,,4648.65,6.32,9
MT4398,2,87,117,112.4,14.6,3,184,14.4,3632,,3615.11,4.91,9
MT4444,2,89,119,117,14.2,5,184,13.3,3612,,3641.4,4.95,9
MT4901,2,75,105,81.4,20.8,,184,9.5,4460,,4693.37,6.38,9
MT4494,2,85,115,106.4,17.8,3,184,13.8,4409,,4419.25,6,9
MT4886,2,87,117,105,13.4,3,184,13.2,3411,,3442.73,4.68,9
MT4327,2,85,115,111.2,14,5,184,12.2,3095,,3159.78,4.29,9
MT4807,2,85,115,100.4,18.4,3,184,13,3575,,3616.57,4.91,9
MT4353,2,90,120,120.4,18.4,5,184,12.1,3616,,3695.89,5.02,9
MT4377,2,90,120,124.6,18.4,3,184,13.1,3261,,3295.13,4.48,9
MT4404,2,89,119,120.6,14.6,3,184,12.6,3613,,3671.82,4.99,9
MT4406,2,89,119,113.4,15.6,5,184,12.9,3352,,3394.87,4.61,9
MT4489,2,89,119,106.6,16.4,5,184,14,3925,,3925,5.33,9
MT4479,2,88,118,115.6,14,5,184,14,3306,,3306,4.49,9
MT4843,2,89,119,115,15,3,184,13.1,4310,,4355.1,5.92,9
MT4835,2,88,118,121.8,15.2,5,184,16.1,4118,,4017.44,5.46,9
MT4471,2,89,119,110.4,16,5,184,16.2,3935,,3834.34,5.21,9
MT4874,2,89,119,110.8,15.8,5,184,13.3,4329,,4364.24,5.93,9
MT5211,2,77,107,107.2,20.2,,184,11.4,3636,,3745.93,5.09,9
MT4833,2,97,127,109.4,16.4,3,184,14.6,4043,,4014.79,5.45,9
MT4817,2,86,116,95,13.2,3,184,12.5,3462,,3522.38,4.79,9
MT4488,2,94,124,109.2,17.8,5,184,13.7,4272,,4286.9,5.82,9
MT4830,2,88,118,92.8,13,3,184,13.7,3551,,3563.39,4.84,9
MT4363,2,89,119,111,18.6,5,184,13.8,4466,,4476.39,6.08,9
MT4414,2,93,123,100.4,18.8,7,184,15.8,3525,,3451.22,4.69,9
MT4509,2,89,119,106.8,15.8,3,184,16.2,3040,,2962.23,4.02,9
MT4390,2,89,119,98.6,24.2,5,184,15,3828,,3783.49,5.14,9
MT4867,2,92,122,115.2,19.2,5,184,15.5,4416,,4338.98,5.9,9
MT4447,2,93,123,117.8,12.8,5,184,17,3661,,3533.29,4.8,9
MT4818,2,88,118,109,15.2,5,184,14.4,4209,,4189.42,5.69,9
MT4879,2,88,118,107.2,13.8,5,184,15.4,2628,,2585.22,3.51,9
MT4457,2,87,117,119.8,17.8,3,184,13.2,3734,,3768.73,5.12,9
MT4904,2,89,119,116.8,20,,184,15.3,3637,,3582.02,4.87,9
MT4413,2,97,127,135.2,16.2,5,184,14.7,3674,,3644.1,4.95,9
MT4889,2,89,119,119.2,18.6,5,184,14.2,4610,,4599.28,6.25,9
MT4902,2,83,113,103.4,23.6,,184,12.9,3848,,3897.22,5.3,9
MT4841,2,87,117,111.6,17.8,5,184,16,4070,,3975.35,5.4,9
MT4896,2,88,118,111.8,21.2,5,184,14,3773,,3773,5.13,9
MT4836,2,89,119,115.4,14.8,3,184,13.4,3039,,3060.2,4.16,9
MT4444,2,89,119,107.4,17.8,,184,13.3,3724,,3754.31,5.1,9
MT4818,2,90,120,98.4,17,,184,15.6,4807,,4717.57,6.41,9
MT4406,2,93,123,100.6,15.4,,184,15.2,3970,,3914.6,5.32,9
MT4904,2,87,117,104.8,19.4,,184,13.6,4402,,4422.47,6.01,9
MT4479,2,88,118,105.2,15.6,,184,14,4017,,4017,5.46,9
MT4488,2,92,122,101.8,16.4,,184,14.6,4800,,4766.51,6.48,9
MT4867,2,88,118,105.2,19,,184,14.3,4447,,4431.49,6.02,9
MT4896,2,85,115,100.8,19.6,,184,13.7,4717,,4733.45,6.43,9
MT4353,2,90,120,115.8,15.6,,184,14.5,4133,,4108.97,5.58,9
MT4363,2,88,118,103.4,16.8,,184,15.8,3851,,3770.4,5.12,9
MT4807,2,87,117,98.8,20.8,,184,14.4,3871,,3853,5.24,9
MT4390,2,88,118,101.2,23.8,,184,14.5,3118,,3099.87,4.21,9
MT5211,2,77,107,99.8,20.6,,184,10.9,4154,,4303.74,5.85,9
MT4398,2,90,120,109.8,16.4,,184,14,4301,,4301,5.84,9
MT4901,2,76,106,77.8,21.4,7,184,10.4,3986,,4152.86,5.64,9
MT4902,2,82,112,103.8,20,,184,12.2,3364,,3434.41,4.67,9
MT4327,2,87,117,106.4,17,,184,12.6,3627,,3686.04,5.01,9
MT4414,2,94,124,103,18.2,,184,15,3791,,3746.92,5.09,9
MT4833,2,97,127,110.6,15.2,,184,16.8,4665,,4513.12,6.13,9
MT4489,2,90,120,99,15.6,,184,15.3,3943,,3883.4,5.28,9
MT4494,2,84,114,103.8,17.6,3,184,12.2,4279,,4368.56,5.94,9
MT4404,2,92,122,107.2,19,,184,14.2,4305,,4294.99,5.84,9
MT4457,2,85,115,111,16.8,,184,13.6,4552,,4573.17,6.21,9
MT4447,2,93,123,114.4,14,,,,,,,0,9
MT4903,2,86,116,100.6,17.4,,184,14.9,4439,,4392.55,5.97,9
MT4874,2,92,122,100,18.4,,184,14.3,3216,,3204.78,4.35,9
MT4830,2,85,115,95.4,14.6,,184,12.4,3644,,3711.8,5.04,9
MT4886,2,89,119,103.2,20.2,,,,,,,0,9
MT4889,2,88,118,105.4,12.6,,184,14.6,4037,,4008.83,5.45,9
MT4471,2,93,123,96.4,15.8,,184,14.8,4328,,4287.74,5.83,9
MT4836,2,86,116,107.2,15.8,,184,13.3,3708,,3738.18,5.08,9
MT4817,2,82,112,95.4,10.6,3,184,10.9,4624,,4790.68,6.51,9
MT4843,2,88,118,107,13.2,,184,12.6,4005,,4070.2,5.53,9
MT4841,2,89,119,112.6,19,,184,13.5,4593,,4619.7,6.28,9
MT4509,2,89,119,107.6,14,,184,12.2,1826,,1864.22,2.53,9
MT4377,2,95,125,113.8,23.6,,184,16.6,3784,,3669.6,4.99,9
MT4413,2,96,126,123.6,15,,184,14.3,3841,,3827.6,5.2,9
MT4829,2,89,119,106,19.6,,184,13.9,4702,,4707.47,6.4,9
MT4835,2,93,123,108.6,16,,184,10.1,3807,,3979.64,5.41,9
MT4879,2,93,123,106.4,16,,184,15.1,2312,,2282.43,3.1,9
MT4201,1,70,100,99,22.4,3,184,20.2,3700,,3433.26,4.66,10
MT4639,1,67,97,96.6,11.8,3,184,18.6,4830,,4571.65,6.21,10
MT4567,1,67,97,102.8,15,3,184,18.1,4400,,4190.23,5.69,10
MT4133,1,63,93,102.4,11,5,184,18.3,2000,,1900,2.58,10
MT4279,1,70,100,98.4,14.8,3,184,22,5340,,4843.26,6.58,10
MT4188,1,71,101,105,14.2,3,184,18.2,4530,,4308.77,5.85,10
MT4138,1,68,98,108.8,11.2,1,184,21.7,4120,,3751.12,5.1,10
MT4088,1,72,102,93.4,17.6,3,182,19.6,4520,,4272.11,5.8,10
MT4137,1,75,105,96,12.6,3,184,22.1,3600,,3260.93,4.43,10
MT4706,1,68,98,89.2,14.8,1,184,12.4,4130,,4206.84,5.72,10
MT4257,1,72,102,92,15.6,1,184,21,4100,,3766.28,5.12,10
MT4110,1,67,97,92.4,14.8,3,184,18.6,4200,,3975.35,5.4,10
MT4038,1,67,97,84.6,11,3,184,17.5,4500,,4316.86,5.87,10
MT4075,1,73,103,99.8,10.8,5,184,20.7,2200,,2028.6,2.76,10
MT4756,1,71,101,95.8,9.6,5,184,20.2,3560,,3303.35,4.49,10
MT4297,1,75,105,105.8,12.2,3,181,16.2,4480,,4437.75,6.03,10
MT4217,1,71,101,88.6,12.6,3,180,19.5,4220,,4037.9,5.49,10
MT4094,1,76,106,98.4,10.6,3,184,20.4,4200,,3887.44,5.28,10
MT4243,1,75,105,102.4,14.6,3,184,17.3,4060,,3904.21,5.3,10
MT5211,1,63,93,97.6,15,3,184,18.4,4750,,4506.98,6.12,10
MT4268,1,74,104,100.8,14,3,184,17.9,3920,,3742.23,5.08,10
MT4206,1,73,103,105.2,11.2,1,184,20.8,4700,,4328.37,5.88,10
MT4712,1,67,97,97.2,15.8,3,184,17.7,4300,,4115,5.59,10
MT4095,1,71,101,102.8,10.6,3,184,20.2,3700,,3433.26,4.66,10
MT4737,1,73,103,90.8,14.2,5,184,21,4200,,3858.14,5.24,10
MT4566,1,76,106,95.4,17.2,3,184,22.4,4000,,3609.3,4.9,10
MT4232,1,71,101,92.8,14.2,1,184,19.5,4160,,3893.95,5.29,10
MT4149,1,68,98,100.2,16.2,3,184,18.3,3700,,3515,4.78,10
MT4720,1,66,96,94.8,13.6,1,184,17.9,4000,,3818.6,5.19,10
MT4320,1,72,102,100.2,14.2,1,184,15.1,3840,,3790.88,5.15,10
MT4779,1,67,97,95.4,13.8,3,184,19,4250,,4002.91,5.44,10
MT4556,1,71,101,89.8,13,3,184,20.1,3840,,3567.63,4.85,10
MT4019,1,71,101,83.8,14.6,3,184,23.1,4620,,4131.14,5.61,10
MT4150,1,67,97,97.6,15,3,184,17.8,4390,,4196.02,5.7,10
MT4195,1,71,101,92.8,13.8,3,184,23.7,4100,,3637.56,4.94,10
MT4036,1,67,97,93.4,12.8,3,184,17.9,3650,,3484.48,4.73,10
MT4209,1,67,97,99,12.2,1,184,18.4,4470,,4241.3,5.76,10
MT4220,1,67,97,94,15.8,3,184,20,4160,,3869.77,5.26,10
MT4054,1,72,102,86.8,16.2,3,184,21.9,4200,,3814.19,5.18,10
MT4180,1,66,96,93.2,14.6,3,184,19.8,3020,,2816.33,3.83,10
MT4008,1,68,98,96,11.2,3,184,19.1,3900,,3668.72,4.98,10
MT4241,1,72,102,85,14,3,183,20.3,3400,,3168.15,4.3,10
MT4640,1,68,98,91,12.8,3,184,19.8,4320,,4028.65,5.47,10
MT4574,1,67,97,89,14,3,184,16.6,4250,,4121.51,5.6,10
MT4148,1,63,93,98.8,13.6,3,184,18.1,3800,,3618.84,4.92,10
MT4722,1,74,104,95.2,11.8,3,184,21.3,3400,,3111.4,4.23,10
MT4050,1,71,101,104,12.6,1,184,20.3,3700,,3428.95,4.66,10
MT4901,1,63,93,82,14.8,3,184,17.8,4000,,3823.26,5.19,10
MT4276,1,76,106,118.6,15.2,3,184,21.4,4240,,3875.16,5.27,10
MT4553,1,71,101,125.2,11.8,1,184,18.9,4200,,3960.7,5.38,10
MT4041,1,67,97,101.2,16,1,184,18.9,4620,,4356.77,5.92,10
MT4904,1,76,106,107,16,3,184,17.2,3700,,3562.33,4.84,10
MT4299,1,76,106,111,14.2,1,184,20.9,3700,,3403.14,4.62,10
MT4249,1,68,98,98.6,12.2,3,184,19.7,4300,,4015,5.46,10
MT4055,1,70,100,99.4,14.2,3,184,20,3860,,3590.7,4.88,10
MT4234,1,75,105,105.2,11.8,3,184,21,2900,,2663.95,3.62,10
MT4538,1,67,97,89.8,12.2,1,184,17.4,3780,,3630.56,4.93,10
MT4622,1,71,101,88.6,16.2,1,184,20.7,4000,,3688.37,5.01,10
MT4903,1,74,104,96.2,13,1,184,22.4,3840,,3464.93,4.71,10
MT4017,1,72,102,91.8,10.2,3,184,18.6,3960,,3748.19,5.09,10
MT4161,1,73,103,102.8,15.8,3,184,19.9,2200,,2049.07,2.78,10
MT4105,1,63,93,97.4,11.4,3,184,20.4,3500,,3239.53,4.4,10
MT4748,1,67,97,86.2,14.2,3,184,16.5,3520,,3417.67,4.64,10
MT4194,1,74,104,89.6,12,3,183,17.2,3560,,3446.26,4.68,10
MT4902,1,68,98,86,16,3,184,18.4,3720,,3529.67,4.8,10
MT4289,1,69,99,93.6,14.2,3,184,20.9,3820,,3513.51,4.77,10
MT4004,1,71,101,78.2,10,3,182,17.2,4200,,4088.16,5.55,10
MT4536,1,67,97,88.8,12.8,1,184,16.5,4000,,3883.72,5.28,10
MT4324,1,71,101,92.2,15.6,3,184,20.1,3400,,3158.84,4.29,10
MT4226,1,71,101,85,14.8,5,184,18.8,2250,,2124.42,2.89,10
MT4285,1,71,101,84.4,14,3,184,20.7,3500,,3227.33,4.38,10
MT4066,1,68,98,87.8,11,3,184,12.9,3620,,3666.3,4.98,10
MT4154,1,71,101,97.4,10.6,3,184,14.2,3360,,3352.19,4.55,10
MT4554,1,68,98,93,12.6,3,184,17.9,4120,,3933.16,5.34,10
MT4547,1,63,93,87.2,12.4,1,184,19,3900,,3673.26,4.99,10
MT4018,1,72,102,95.4,17.6,3,184,21.7,960,,874.05,1.19,10
MT4248,1,69,99,89.8,13,5,184,18.8,3900,,3682.33,5,10
MT4641,1,67,97,89.4,10.6,3,184,18.7,4350,,4112.27,5.59,10
MT4543,1,67,97,93.4,13.4,3,184,16.9,4000,,3865.12,5.25,10
MT4284,1,63,93,94.6,15.4,3,184,18.4,4400,,4174.88,5.67,10
MT4026,1,63,93,88.4,11.2,3,184,17.4,3200,,3073.49,4.18,10
MT4213,1,67,97,90.6,13.2,3,184,16.8,4100,,3966.51,5.39,10
MT4604,1,63,93,85.8,11.4,3,184,19.6,3400,,3178.6,4.32,10
MT4146,1,73,103,113.2,19.8,3,184,20.2,3700,,3433.26,4.66,10
MT4053,1,70,100,77.2,14.4,5,184,20.4,3440,,3184,4.33,10
MT4152,1,68,98,89,12.2,3,184,15.6,3260,,3199.35,4.35,10
MT4087,1,74,104,91.2,13.2,5,184,18.7,3600,,3403.26,4.62,10
MT4171,1,63,93,96.4,10,5,184,17.5,3400,,3261.63,4.43,10
MT4205,1,67,97,93.4,14.8,5,184,17,4100,,3956.98,5.38,10
MT4237,1,68,98,102.6,15.8,3,184,19.9,3800,,3539.3,4.81,10
MT4809,1,74,104,90.6,14.6,3,184,24.4,3600,,3164.65,4.3,10
MT4158,1,68,98,97.2,11.8,3,184,12,4350,,4451.16,6.05,10
MT4546,1,72,102,101,14.2,3,184,17,3660,,3532.33,4.8,10
MT4648,1,71,101,96.2,12.8,3,184,18.1,4500,,4285.47,5.82,10
MT4196,1,72,102,101,14.2,3,184,15.3,3780,,3722.86,5.06,10
MT4650,1,67,97,93.8,10.8,3,184,16.1,4200,,4097.44,5.57,10
MT4280,1,73,103,90.8,10.6,3,184,16.8,4180,,4043.91,5.49,10
MT4179,1,71,101,95.2,11.2,3,184,16.7,4400,,4261.86,5.79,10
MT4049,1,63,93,85.8,13.4,3,184,19.4,4200,,3936.28,5.35,10
MT4634,1,67,97,92.8,12.6,1,184,17.1,4560,,4395.63,5.97,10
MT4188,1,75,105,97.2,13,,184,17.6,3640,,3487.63,4.74,10
MT4536,1,67,97,89,13,,184,16.4,3450,,3353.72,4.56,10
MT4237,1,75,105,108,10.4,,184,16.9,3400,,3285.35,4.46,10
MT4054,1,75,105,84.6,15.4,,184,21.1,3560,,3266.09,4.44,10
MT4567,1,67,97,90.4,9.4,,184,16.2,3300,,3215.58,4.37,10
MT4566,1,75,105,97.6,12.8,,184,18.5,3200,,3032.56,4.12,10
MT4213,1,72,102,99,9.4,,184,18,4100,,3909.3,5.31,10
MT4066,1,73,103,92.4,11.6,,184,11.8,3490,,3579.28,4.86,10
MT4706,1,67,97,84.6,15.2,,184,17.6,3750,,3593.02,4.88,10
MT4712,1,67,97,92.2,11.8,,184,16.9,3400,,3285.35,4.46,10
MT4152,1,73,103,99,10.4,,184,17.8,3600,,3440.93,4.68,10
MT4748,1,67,97,84,12,,184,18.2,3700,,3519.3,4.78,10
MT4324,1,73,103,82.8,13,,184,20.8,3000,,2762.79,3.75,10
MT4158,1,70,100,91.4,14.4,,184,17.2,3480,,3350.51,4.55,10
MT4297,1,75,105,97.2,12.4,,184,16.1,3500,,3414.53,4.64,10
MT4150,1,74,104,101,12.2,,184,21.2,3700,,3390.23,4.61,10
MT4904,1,75,105,96,11,,184,19.1,3300,,3104.3,4.22,10
MT4280,1,74,104,88.2,9.8,,184,17.4,3940,,3784.23,5.14,10
MT5211,1,63,93,91.6,13,,184,19.6,4300,,4020,5.46,10
MT4053,1,71,101,84,15.2,,184,17.7,3900,,3732.21,5.07,10
MT4241,1,74,104,91.8,12.6,,184,17.2,3780,,3639.35,4.94,10
MT4094,1,76,106,92,12.4,,184,18.4,3020,,2865.49,3.89,10
MT4538,1,68,98,79,12.8,,184,18.3,3850,,3657.5,4.97,10
MT4038,1,67,97,79.8,12.8,,184,18.5,4500,,4264.53,5.79,10
MT4154,1,77,107,103,14.4,,184,19.8,3400,,3170.7,4.31,10
MT4095,1,72,102,96,17.8,,184,19,3100,,2919.77,3.97,10
MT4050,1,67,97,95,12.8,,184,17.6,3540,,3391.81,4.61,10
MT4179,1,67,97,93,12.4,,184,18.5,3490,,3307.38,4.49,10
MT4149,1,67,97,97.8,13.4,,184,18.5,3750,,3553.78,4.83,10
MT4639,1,67,97,84,14,,184,16.5,4100,,3980.81,5.41,10
MT4161,1,74,104,101.2,12.6,,184,18.2,2780,,2644.23,3.59,10
MT4148,1,63,93,92.6,14.4,,184,18.6,3700,,3502.09,4.76,10
MT4217,1,66,96,92,10.2,,184,18.2,3780,,3595.4,4.89,10
MT4648,1,71,101,101.2,11.6,,184,15.8,3600,,3524.65,4.79,10
MT4171,1,63,93,90.4,10.8,,184,19.7,3100,,2894.53,3.93,10
MT4209,1,67,97,93.2,7.6,,184,17.6,3430,,3286.42,4.47,10
MT4055,1,69,99,91.8,9.4,,184,18.1,3800,,3618.84,4.92,10
MT4737,1,72,102,85.2,9.4,,182,18.9,3000,,2860.16,3.89,10
MT4257,1,70,100,88.2,14,,184,17.7,3430,,3282.43,4.46,10
MT4284,1,68,98,88,12.4,,184,17.2,3430,,3302.37,4.49,10
MT4105,1,63,93,91.6,9,,184,20,2950,,2744.19,3.73,10
MT4546,1,71,101,98.4,7.6,,184,17.6,2580,,2472,3.36,10
MT4779,1,67,97,90.4,11.6,,184,16.4,3180,,3091.26,4.2,10
MT4088,1,71,101,84,11.6,,184,18.5,3660,,3468.49,4.71,10
MT4017,1,72,102,88.4,11.2,,184,26.9,3680,,3128,4.25,10
MT4604,1,70,100,91,10.6,,184,15.6,3300,,3238.6,4.4,10
MT4289,1,75,105,96.6,10.8,,184,20.3,2900,,2687.56,3.65,10
MT4556,1,70,100,90.8,10.8,,184,20.2,3260,,3024.98,4.11,10
MT4041,1,67,97,87.2,11.6,,184,17.6,3350,,3209.77,4.36,10
MT4036,1,68,98,97.8,9.4,,184,16.6,3800,,3685.12,5.01,10
MT4110,1,71,101,93.8,12.8,,184,18,3340,,3184.65,4.33,10
MT4026,1,67,97,92.8,11.4,,184,19,3300,,3108.14,4.22,10
MT4049,1,68,98,84.2,12.6,,184,15.5,3750,,3684.59,5.01,10
MT4901,1,63,93,66.6,11,,184,17.1,3600,,3470.23,4.71,10
MT4268,1,74,104,93.2,12.2,,184,11.9,3350,,3431.8,4.66,10
MT4226,1,73,103,92.6,12.8,,184,12.1,4000,,4088.37,5.55,10
MT4196,1,67,97,92.2,10.2,,184,17,3400,,3281.4,4.46,10
MT4641,1,63,93,79.2,11,,184,18.8,3400,,3210.23,4.36,10
MT4553,1,67,97,101,10,,184,18.3,2830,,2688.5,3.65,10
MT4243,1,70,100,89.8,9.8,,184,16.8,2600,,2515.35,3.42,10
MT4249,1,73,103,93.2,10.2,,184,14.4,2860,,2846.7,3.87,10
MT4320,1,72,102,100.8,9,,184,15,3500,,3459.3,4.7,10
MT4087,1,71,101,84.8,12.4,,184,20.5,3790,,3503.55,4.76,10
MT4756,1,69,99,86,10,,184,20.1,3020,,2805.79,3.81,10
MT4004,1,67,97,85.8,10.6,,184,17.5,3500,,3357.56,4.56,10
MT4232,1,67,97,92.8,11.6,,184,17.9,3810,,3637.22,4.94,10
MT4279,1,67,97,82.4,10.4,,184,18.4,3380,,3207.07,4.36,10
MT4194,1,67,97,94.6,13.4,,184,17,3500,,3377.91,4.59,10
MT4019,1,68,98,81.4,11.8,,184,18.5,3330,,3155.76,4.29,10
MT4574,1,67,97,83.6,13.6,,184,17.9,3760,,3589.49,4.88,10
MT4809,1,78,108,92.6,8,,184,13.8,3320,,3327.72,4.52,10
MT4180,1,67,97,101.8,12.4,,184,17.9,3600,,3436.74,4.67,10
MT4554,1,68,98,96.6,12.6,,184,16.5,3890,,3776.92,5.13,10
MT4137,1,71,101,93,7.6,,184,19.6,3480,,3253.4,4.42,10
MT4622,1,67,97,91.2,10.4,,184,17.9,4300,,4105,5.58,10
MT4276,1,72,102,100.2,13.8,,184,18.6,4000,,3786.05,5.14,10
MT4018,1,73,103,85.2,9.2,,184,17.3,3600,,3461.86,4.7,10
MT4722,1,71,101,90.4,11,,184,17.4,3700,,3553.72,4.83,10
MT4299,1,72,102,88.6,11.2,,183,18.7,3100,,2946.6,4,10
MT4543,1,66,96,85.6,10.8,,184,18.7,3780,,3573.42,4.86,10
MT4133,1,67,97,89.2,10.4,,184,17.8,3750,,3584.3,4.87,10
MT4285,1,72,102,92.2,13.2,,184,20,3280,,3051.16,4.15,10
MT4634,1,67,97,79.6,11.8,,184,18.1,3800,,3618.84,4.92,10
MT4008,1,68,98,80.8,11.4,,184,19,3750,,3531.98,4.8,10
MT4075,1,71,101,105.4,9.4,,183,15.4,5600,,5538.94,7.53,10
MT4640,1,68,98,79.2,11.2,,184,18.9,3630,,3423.17,4.65,10
MT4205,1,71,101,87.2,12,,184,18.4,3800,,3605.58,4.9,10
MT4902,1,68,98,89.2,12.2,,184,17.5,3690,,3539.83,4.81,10
MT4547,1,68,98,78.4,12.6,,184,16.1,3320,,3238.93,4.4,10
MT4206,1,71,101,91.6,11.6,,184,18.2,3780,,3595.4,4.89,10
MT4248,1,75,105,90.4,11.4,,184,19.2,2840,,2668.28,3.63,10
MT4138,1,67,97,92.4,13.2,,184,16.5,2300,,2233.14,3.03,10
MT4903,1,70,100,89,14.2,,184,17.5,3840,,3683.72,5.01,10
MT4720,1,67,97,87.6,10.2,,184,16.8,2900,,2805.58,3.81,10
MT4650,1,68,98,83,10.4,,184,16.4,4000,,3888.37,5.28,10
MT4195,1,71,101,87.4,8.2,,184,17.3,4100,,3942.67,5.36,10
MT4234,1,76,106,106.2,9.6,,184,21.6,3400,,3099.53,4.21,10
MT4201,1,67,97,87,14,,184,15.8,2600,,2545.58,3.46,10
MT4220,1,69,99,93.8,9.2,,184,20.4,4300,,3980,5.41,10
MT4146,1,76,106,115.4,27.6,,184,19.1,4400,,4139.07,5.62,10
MT4833,2,74,104,97.8,11.4,,184,20.7,3900,,3596.16,4.89,10
MT4390,2,71,101,85.4,21.2,,184,20.4,3680,,3406.14,4.63,10
MT4901,2,69,99,70.6,17.6,,184,16.1,4000,,3902.33,5.3,10
MT4843,2,72,102,93.4,15.2,,184,21.1,4200,,3853.26,5.24,10
MT4406,2,74,104,97.2,13.4,,183,19.8,3220,,3019.25,4.1,10
MT4404,2,73,103,97.2,16.2,,184,20,3430,,3190.7,4.34,10
MT4414,2,70,100,85.2,18,,184,24.2,3800,,3349.3,4.55,10
MT4494,2,67,97,94.2,12,,184,19.3,3750,,3518.9,4.78,10
MT4479,2,72,102,95.6,15.4,,184,17,3300,,3184.88,4.33,10
MT4377,2,74,104,89.4,14.6,,184,21.7,3500,,3186.63,4.33,10
MT4489,2,74,104,73.4,15.8,,184,24.9,1800,,1571.86,2.14,10
MT4879,2,70,100,88.6,11.4,,183,20.8,3000,,2777.89,3.77,10
MT4896,2,67,97,87.6,14,,184,20.8,4350,,4006.05,5.44,10
MT4886,2,70,100,87,13.6,,184,20.6,3800,,3508.37,4.77,10
MT4363,2,72,102,92,13,,184,21.3,3400,,3111.4,4.23,10
MT4902,2,67,97,84.2,14.2,,184,18.1,3850,,3666.45,4.98,10
MT4889,2,75,105,97.2,14,,184,22.9,3700,,3317.09,4.51,10
MT4327,2,68,98,83.6,15,,184,16.1,3300,,3219.42,4.37,10
MT5211,2,68,98,95.2,14.6,,184,17.1,3590,,3460.59,4.7,10
MT4836,2,70,100,90.6,13,,184,20.7,3540,,3264.21,4.44,10
MT4818,2,74,104,90.8,12.6,,184,20.5,4400,,4067.44,5.53,10
MT4398,2,71,101,104,14,,184,15.6,3700,,3631.16,4.93,10
MT4867,2,68,98,89.4,14,,184,21,4000,,3674.42,4.99,10
MT4413,2,69,99,95.4,11.8,,184,21.1,3800,,3486.28,4.74,10
MT4903,2,68,98,84.2,14.6,,184,15.7,3600,,3528.84,4.79,10
MT4807,2,67,97,83,17.4,,184,22,3900,,3537.21,4.81,10
MT4830,2,66,96,77.6,13.8,,184,20.4,4240,,3924.47,5.33,10
MT4457,2,68,98,86,14.2,,184,21.4,3000,,2741.86,3.73,10
MT4817,2,67,97,77.6,11,,184,25.7,4200,,3628.6,4.93,10
MT4509,2,74,104,84,18.2,,184,24.4,2500,,2197.67,2.99,10
MT4829,2,74,104,92,16.6,,184,20.7,3300,,3042.91,4.13,10
MT4488,2,75,105,98.2,32,,184,18.5,3200,,3032.56,4.12,10
MT4471,2,74,104,88,12.6,,184,20.7,3400,,3135.12,4.26,10
MT4904,2,74,104,85,17.2,,184,21.1,3200,,2935.81,3.99,10
MT4444,2,76,106,101.8,13.2,,184,21.4,3100,,2833.26,3.85,10
MT4835,2,74,104,91.4,10.2,,183,21,3700,,3417.41,4.64,10
MT4874,2,75,105,90.6,15.2,,184,17.7,3700,,3540.81,4.81,10
MT4353,2,73,103,97.8,11.4,,184,22.4,3900,,3519.07,4.78,10
MT4841,2,73,103,95.4,14.4,,184,20.7,4200,,3872.79,5.26,10
MT4447,2,74,104,98.4,13.4,,184,20.3,3740,,3466.02,4.71,10
MT4874,2,72,102,90.4,13.2,1,184,22.7,4200,,3775.12,5.13,10
MT4363,2,70,100,92.6,12.6,3,184,17.5,3500,,3357.56,4.56,10
MT4509,2,71,101,73.4,13.6,3,184,26.3,3100,,2656.63,3.61,10
MT4494,2,71,101,96.8,12.4,3,184,17.6,3900,,3736.74,5.08,10
MT4447,2,73,103,91.8,15.6,3,184,18.3,3600,,3420,4.65,10
MT4830,2,67,97,91.4,10.4,3,184,21.6,4500,,4102.33,5.57,10
MT4390,2,72,102,83.4,19,3,184,15.2,2880,,2839.81,3.86,10
MT4829,2,75,105,92.4,13,3,184,22.1,3800,,3442.09,4.68,10
MT4818,2,72,102,94,13.2,3,184,19,3800,,3579.07,4.86,10
MT4327,2,67,97,88.4,12.2,3,184,20.6,3800,,3508.37,4.77,10
MT4843,2,74,104,90.8,12.6,3,184,21.2,4100,,3756.74,5.1,10
MT4353,2,74,104,101.8,14.4,3,184,22.4,3540,,3194.23,4.34,10
MT5211,2,67,97,88.4,7.8,3,184,18.5,2600,,2463.95,3.35,10
MT4903,2,70,100,87.6,12.4,3,184,21.2,3700,,3390.23,4.61,10
